,activity,x-accel,y-accel,z-accel,y-gyr,z-gyr
418,0.0,0.007,-0.0005,0.027,-0.01,-0.12
419,0.0,-0.017,0.0175,0.04625,-0.07,0.5
420,0.0,0.0115,-0.0075,0.0485,-0.01,-0.12
421,0.0,0.0025,0.017,0.07425,-0.06,0.48
422,0.0,-0.00475,0.00825,0.04575,-0.01,-0.12
423,0.0,0.0025,0.017,0.07425,-0.06,0.48
424,0.0,-0.044,-0.0075,0.029,-0.01,-0.13
425,0.0,0.0025,0.017,0.07425,-0.06,0.48
426,0.0,-0.022,-0.012,0.0325,-0.02,-0.13
427,0.0,0.0025,0.017,0.07425,-0.06,0.48
428,0.0,-0.0185,-0.007,0.055,-0.02,-0.13
429,0.0,0.0025,0.017,0.07425,-0.06,0.48
430,0.0,-0.0185,-0.007,0.055,-0.02,-0.13
431,0.0,0.0025,0.017,0.07425,-0.06,0.48
432,0.0,0.016,-0.00825,0.0375,-0.02,-0.13
433,0.0,-0.007,0.01025,0.0845,-0.05,0.45
434,0.0,0.017,-0.02625,0.0385,-0.02,-0.13
435,0.0,-0.007,0.01025,0.0845,-0.05,0.45
436,0.0,0.0025,-0.01375,0.0205,-0.02,-0.14
437,0.0,-0.007,0.01025,0.0845,-0.05,0.45
438,0.0,-0.004,-0.00125,0.0365,-0.02,-0.14
439,0.0,-0.007,0.01025,0.0845,-0.05,0.45
440,0.0,-0.0175,-0.02775,0.01475,-0.03,-0.13
441,0.0,-0.007,0.01025,0.0845,-0.05,0.45
442,0.0,-0.0175,-0.02775,0.01475,-0.03,-0.13
443,0.0,-0.007,0.01025,0.0845,-0.05,0.45
444,0.0,0.031,-0.01675,0.04575,-0.03,-0.13
445,0.0,-0.007,0.01025,0.0845,-0.05,0.45
446,0.0,0.031,-0.01675,0.04575,-0.03,-0.13
447,0.0,-0.007,0.01025,0.0845,-0.05,0.45
448,0.0,-0.01575,0.00425,0.03575,-0.03,-0.13
449,0.0,-0.007,0.01025,0.0845,-0.05,0.45
450,0.0,-0.01575,0.00425,0.03575,-0.03,-0.13
451,0.0,-0.007,0.01025,0.0845,-0.05,0.45
452,0.0,0.015,-0.01175,0.02175,-0.03,-0.13
453,0.0,0.00025,0.016,0.06125,-0.06,0.47
454,0.0,0.012,-0.00375,0.05775,-0.03,-0.13
455,0.0,0.00025,0.016,0.06125,-0.06,0.47
456,0.0,0.00025,-0.00275,0.01675,-0.02,-0.13
457,0.0,0.00025,0.016,0.06125,-0.06,0.47
458,0.0,-0.01925,0.005,0.05375,-0.02,-0.13
